eight1,0
two2,0.7754
eight4,0.97119
three1,1.1381
one1,1.4072
five2,1.7133
four2,1.7152
nine4,1.7466
two5,1.748
five4,1.7618
four1,1.9142
ten4,1.918
six5,1.9927
eight2,10.539
seven3,10.653
seven2,10.793
four4,11.451
three3,12.251
three5,14.296
three4,18.709
seven5,18.737
five5,2.0192
six1,2.1553
one3,2.1969
eight3,2.4004
ten1,2.4839
one5,2.5297
five1,3.1684
ten5,3.1877
ten3,3.2057
two4,3.3543
two3,3.512
one4,3.5157
two1,3.8982
five3,3.9868
six3,4.0389
eight5,4.1153
one2,4.1755
six2,4.7477
six4,4.7599
ten2,5.436
nine5,5.741
seven4,6.0634
seven1,7.7809
nine3,7.8662
four3,8.0517
nine1,8.202
four5,8.2888
three2,8.5588
nine2,9.5456