ten5,0
seven2,10003
two2,10092
five3,10158
one2,10192
five4,10199
one3,10331
five5,10742
nine2,10774
one5,10859
one4,10969
two4,11334
one1,11387
nine3,11488
nine5,11538
seven5,12030
nine4,12051
three2,12103
five1,12295
three3,12635
nine1,13156
two3,13366
eight2,13821
four5,13964
four2,14024
three5,14550
seven1,14802
three1,14963
four3,15069
three4,15131
four4,15496
eight4,16377
eight3,16503
eight1,17402
six5,18303
eight5,18375
four1,19156
six3,19801
six2,20159
six1,20184
six4,20568
ten3,5337.6
ten4,6177.4
ten2,7560.9
two1,8944.6
seven3,9033.7
two5,9321.2
ten1,9444.2
seven4,9844.9
five2,9895.8