two2,0
ten5,10092
four2,10559
ten4,11172
ten3,11248
three1,11453
four5,12714
ten2,12895
three3,13015
five2,13056
five4,13109
nine4,13130
three2,13176
five3,13207
one3,13486
one4,13616
one2,13636
eight1,13686
three5,13820
five5,14119
nine5,14181
eight3,14200
four4,14273
one5,14421
eight4,14505
ten1,14835
four3,15180
one1,15404
nine3,15597
seven3,15973
nine2,16183
eight2,16394
seven4,16631
four1,17440
three4,17775
seven5,18042
eight5,18073
five1,18162
seven2,18267
six5,18829
nine1,19858
six1,20168
seven1,22049
six2,22134
six3,24239
six4,25147
two5,6382.9
two3,7840.6
two4,7879.3
two1,8773.6