nine5,7193.1
nine2,8135.6
nine3,8496.4
nine4,8784.5
one2,8932.9
five4,9093.5
ten1,9496.7
nine1,9497.8
one4,9710.3
one5,9918.6
five5,10058
ten2,10251
one1,11026
five3,11084
five1,11305
five2,11627
ten3,11673
ten4,12089
ten5,12155
one3,12461
four3,12835
three4,13065
three3,13072
two5,13105
seven5,13187
three2,13645
two1,13870
two4,14312
four5,14734
four2,14876
four4,15001
three5,15080
two2,15358
seven4,15887
eight2,16504
eight4,16562
seven3,16644
seven2,17163
eight3,17476
three1,17790
eight1,18656
seven1,19105
eight5,19275
four1,19599
two3,19674
six5,22389
six2,23145
six4,23847
six1,26204
six3,28499