six5,4316.2
six2,4350.8
six1,4462.9
six3,4636
six4,5512.9
five3,8582.1
five1,8583.1
seven2,10192
five2,10424
five5,11009
seven5,11398
two5,11474
seven3,11502
five4,11509
seven4,12225
two1,12733
two4,12891
ten2,12982
three5,13059
four2,13409
three3,13456
three2,14044
four3,14081
seven1,14093
four4,14380
ten1,14426
ten5,14605
nine2,14638
three1,15390
ten3,15426
four5,15475
nine4,15794
ten4,15858
two2,15887
three4,16281
nine5,16428
nine3,17022
one2,17341
four1,17428
eight1,17557
one4,17727
one5,17787
one1,18384
eight2,18754
eight3,18781
two3,18810
eight5,19077
eight4,19378
nine1,19901
one3,20616