ten2,4609.1
ten3,5276.7
ten5,6147.1
ten1,6548.5
ten4,6671.7
two1,8326.8
one2,8471.6
two5,8936
seven5,9179.6
one4,9244
five4,9309.3
five5,9338
nine2,9506
nine5,9635.2
nine3,9731.5
five3,9778.2
nine4,9798.1
seven4,10117
five1,10180
five2,10447
seven3,10508
two4,10644
one1,10670
one5,10845
two2,10902
eight2,11287
one3,11455
seven1,11573
three2,11695
three3,12108
seven2,12142
eight3,12149
two3,12183
four3,12559
eight4,12633
three4,13322
nine1,13401
four5,13549
eight1,13661
three1,13724
four2,14108
eight5,14226
three5,14637
four4,15396
six5,16692
four1,17835
six1,18694
six2,19375
six4,20322
six3,21365